name,dob,gender,email,phone,address,pan,aadhaar,loan_type,loan_amount,income,credit_score,debt_to_income_ratio,loan_purpose,application_channel,repayment_status,loan_approval_status,ip_address,device_id,user_agent,city,state,geo_lat,geo_long,form_fill_time_seconds,login_time_hour,failed_otp_count,num_txn_last_30d,shared_phone_count,shared_device_count,shared_ip_count,email_domain_count,aadhaar_verified,pan_verified,phone_verified,doc_match_score,is_fraud
Pranit Rege,1983-03-17,Female,ryan30@example.com,6930286409,"33, Zachariah Marg, Kulti-393920",HUXHF18163,603022659173,Education,863603,726025,389.0,1.19,Medical,Online,Defaulted,Rejected,88.117.70.63,c82f3fa4-2b4a-40d7-8c1d-c87e31fe4913,Edge,Pudukkottai,Gujarat,11.77284,87.74835,35,11,0,5,2,4,5,10,False,False,True,0.18,1
Jagat Buch,1972-08-27,Female,krishmane@example.com,9090322421,"05/45, Kapadia Street, Gudivada 557112",LJTCL73249,655581732583,Business,2387711,152762,707.0,15.63,Marriage,Agent,On-time,Rejected,177.6.101.196,393b522f-7416-4c21-aa17-62c467180517,Opera,Rohtak,Nagaland,18.991564,76.093919,379,12,5,39,1,1,1,2,True,True,True,0.92,0
Agastya Reddy,2003-04-24,Male,utkarshzacharia@example.net,1877913315,"56/59, Mohanty Circle, Berhampore 712094",JBQYC31051,372154782859,Business,1923364,182476,827.0,10.54,Medical,Online,On-time,Rejected,148.66.78.36,c5b2c643-eb5d-40e1-8c2d-74b022140d16,Edge,Rewa,Meghalaya,23.202295,94.177776,493,2,0,98,1,1,1,10,True,True,True,0.95,0
Sarthak Dave,1963-01-24,Other,chandraayushman@example.com,9490136411,"H.No. 71, Bhardwaj Ganj, Mango-842930",COLLE00205,796898681306,Auto,1260125,329609,493.0,3.82,Business,Online,Delayed,Approved,130.56.61.249,0ade4fcc-cb82-4e98-91ae-6bc5e4cb865e,Chrome,Tinsukia,Haryana,25.516659,74.854654,84,3,5,94,1,1,1,5,True,True,True,0.79,0
Avni Grewal,2001-11-04,Female,johalshivansh@example.net,6727774300,"89, Shetty Zila, Mathura-290194",OSVKZ39168,183958515541,Auto,1488914,853992,563.0,1.74,Renovation,Agent,Delayed,Approved,190.16.2.233,f997be34-2f26-43b7-bc38-51e02eee1f68,Opera,Karimnagar,Madhya Pradesh,10.4363,92.388737,8,21,0,13,1,1,1,4,True,True,True,0.64,0
Dayamai Mistry,1989-03-17,Male,warinder59@example.net,1952146480,"38, Kapadia Path, Rajahmundry 605848",BVPCY44024,358499989797,Education,894527,751096,565.0,1.19,Business,Agent,On-time,Approved,201.122.145.255,3af210eb-4416-4013-a319-41b1817de7ed,Firefox,Tirunelveli,Manipur,10.390759,77.545706,398,16,3,64,1,1,1,4,True,True,True,0.82,0
Amara Date,2002-04-09,Female,bdhawan@example.org,3162534839,"64/606, Zacharia Marg, South Dumdum 786249",PRPPF78028,786854555232,Business,179903,1399637,380.0,0.13,Travel,Agent,Defaulted,Approved,74.96.174.69,dfbedfe0-5e25-48da-a000-32f36b230aac,Safari,Surendranagar Dudhrej,Kerala,8.36844,73.713773,16,14,3,60,1,1,1,4,True,True,True,0.96,0
Vinaya Acharya,1969-12-27,Other,ekunda@example.net,8279028803,"18/500, Magar Path, Sonipat 612883",AEWFY51314,986103582240,Home,766387,373809,614.0,2.05,Medical,Agent,Defaulted,Rejected,209.105.6.156,80c3371b-f832-4da2-9f27-7e36c449d970,Chrome,Dindigul,Madhya Pradesh,16.435815,75.392156,321,8,0,97,1,1,1,9,True,True,True,0.7,0
Bachittar Kale,1993-12-24,Female,qsubramaniam@example.org,2927913974,"H.No. 84, Peri Circle, Salem 887348",IFVVI92004,467432679298,Education,2395150,501275,714.0,4.78,Marriage,Branch,On-time,Approved,155.195.76.1,010c19a5-bc8e-425c-9350-ec59496a7931,Safari,Noida,Odisha,11.786905,76.095878,458,7,5,46,1,1,1,7,True,True,True,0.92,0
Wakeeta Mody,1998-11-23,Female,siddharthdeol@example.org,1967756431,"658, Nath Zila, Bhind 740794",YFQDJ54521,306309525323,Business,2124117,503903,824.0,4.22,Investment,Agent,Delayed,Rejected,55.37.191.118,b6c10764-8bae-43e5-b8cf-5f525408c009,Firefox,Gandhidham,West Bengal,24.010623,82.6518,273,11,5,35,1,1,1,9,True,True,True,0.67,0
Advay Saraf,1981-11-23,Male,devikamangat@example.com,7838431683,"H.No. 689, Balasubramanian Zila, Amroha-874321",JTMRM20031,598254616224,Home,1599022,465944,796.0,3.43,Medical,Online,On-time,Approved,136.173.105.3,47ad185b-adae-42f7-9d6a-31f8002be2b3,Opera,Machilipatnam,Tripura,23.938436,69.198032,421,21,1,16,1,1,1,6,True,True,True,0.9,0
Frederick Mani,1976-09-17,Male,tankudarsh@example.com,6180890393,"874, Bal Zila, Sonipat-627832",LVBTI66362,971642783323,Personal,964588,911111,570.0,1.06,Travel,Agent,Delayed,Rejected,213.205.128.149,f7dbda48-65c1-4ade-beec-ca4390656ba1,Opera,Bhind,Karnataka,16.311639,72.30626,304,4,1,41,1,1,1,9,True,True,True,0.8,0
Sai Kalla,1981-10-29,Male,farassathe@example.com,0715496463,"94/111, Barad Marg, Bardhaman-300843",KHKDM53742,369191796140,Education,1377552,698304,328.0,1.97,Investment,Branch,On-time,Rejected,171.1.69.124,3b32b925-6232-42e3-909d-210558651901,Opera,Kanpur,Jharkhand,12.726806,71.370677,557,19,4,2,1,1,1,7,True,True,True,0.94,0
Jagdish Bhalla,1969-11-25,Other,lalaarya@example.net,0835497998,"88/596, Gill Road, Malda-448988",FSTWS42612,402856526942,Auto,2330251,618496,410.0,3.77,Marriage,Online,On-time,Rejected,57.249.52.157,e6b18929-49fb-41d9-acaa-bb74f675eda9,Chrome,Anantapur,Meghalaya,22.758498,81.055271,434,22,4,10,1,1,1,4,True,True,True,0.75,0
Ayush Karpe,1976-05-12,Male,indalikhare@example.com,0047427388,"10, Suri Path, Malegaon 138677",NVCCV51462,428845027912,Education,1033113,220143,777.0,4.69,Medical,Agent,Defaulted,Approved,213.33.182.149,86626709-cee4-40b5-97c4-71a67e2cc95e,Edge,Udupi,Arunachal Pradesh,21.0122,71.475496,505,0,4,64,1,1,1,2,True,True,True,0.8,0
Sai Banerjee,2000-02-29,Female,chakradev48@example.com,7178604002,"11/649, Patla Road, Shimoga 080931",OTBPH30112,162960153285,Auto,346280,1738848,428.0,0.2,Renovation,Agent,Delayed,Approved,213.205.218.147,8924352a-3722-44e6-9121-49f7dc2a9d24,Edge,Katni,Uttar Pradesh,29.490196,94.256987,29,2,2,81,1,1,1,1,True,True,True,0.92,0
Reyansh Joshi,1989-10-16,Other,chamandas@example.net,4075592702,"H.No. 596, Sanghvi Ganj, Bhilwara 545377",XQDYQ01851,571872081467,Home,1507388,1646745,765.0,0.92,Renovation,Online,On-time,Approved,43.218.190.20,b97f2fe4-a602-4785-bb59-ee3d97bad9bf,Safari,Sambalpur,Goa,22.509183,95.995925,168,20,3,23,1,1,1,9,True,True,True,0.84,0
Daksha Ramanathan,1965-05-27,Other,odika62@example.net,6121441092,"H.No. 886, Dugar Street, Rourkela-308350",AFBPS49822,998803178224,Education,1033174,885065,419.0,1.17,Investment,Agent,Delayed,Rejected,134.93.69.196,b38327f0-5f34-4d75-b204-e4d0fb8fe280,Edge,Bulandshahr,Telangana,21.202839,82.174554,118,9,4,17,1,1,1,1,True,True,True,0.87,0
Sachi Sule,1984-05-28,Female,fariq45@example.com,8963524597,"08/010, Rana Circle, Nangloi Jat 509877",GDGLD33143,102709138785,Home,829542,545544,458.0,1.52,Marriage,Agent,Delayed,Rejected,136.105.144.193,a0cc14c2-895d-4736-a298-53d174157186,Firefox,Mathura,Arunachal Pradesh,29.088646,68.092907,556,6,4,83,1,1,1,7,True,True,True,0.63,0
Ati Saran,1968-11-13,Other,ira42@example.org,2528824789,"H.No. 29, Chaudhari Circle, Bidar-148162",HUKQN07978,760049564184,Personal,296805,1295424,403.0,0.23,Business,Branch,Delayed,Rejected,124.14.194.166,a121dd50-3ff6-4bec-abf3-df696a1bc1b6,Opera,Davanagere,Kerala,32.47174,68.480262,286,11,2,27,1,1,1,6,True,True,True,0.7,0
Anita Basak,1999-08-25,Male,ayushman33@example.org,5776563479,"15/718, Kothari Marg, Berhampore 327578",EXLYB11885,807826524697,Home,1176441,527396,626.0,2.23,Investment,Online,Delayed,Rejected,169.30.108.34,44fc7a99-b0c6-4532-8301-026baf33e86f,Opera,Hazaribagh,Nagaland,21.928431,76.754729,377,7,4,28,1,1,1,4,True,True,True,0.84,0
Rajata Prakash,2005-06-12,Other,rachana64@example.com,4074325595,"835, Srinivas Chowk, Tezpur 699791",EETTF97321,956329894489,Education,2028165,1509286,502.0,1.34,Renovation,Branch,On-time,Approved,169.73.162.233,d0e83097-a816-48b9-ae2c-ce9538eae355,Edge,Jalandhar,Odisha,25.267134,76.229327,142,9,4,62,1,1,1,5,True,True,True,0.7,0
Rachit Karnik,2000-12-22,Male,pahalpalla@example.net,4987351726,"83/421, Goda Marg, Panchkula 905215",WBPPC66291,545852262645,Education,2043037,1520225,354.0,1.34,Investment,Agent,Delayed,Approved,15.240.181.133,61a58738-26c0-4592-9689-88b4791613bc,Edge,Bhalswa Jahangir Pur,Meghalaya,33.82829,85.456027,312,7,4,27,1,1,1,9,True,True,True,0.73,0
Ekta Pant,1962-01-24,Other,harrisonrama@example.org,8408997072,"352, Randhawa Chowk, Morena 246381",MGQZW90696,490843115904,Personal,275466,1312037,720.0,0.21,Renovation,Online,Defaulted,Rejected,86.201.147.241,144a3460-1879-4d1d-ba76-a9f5019fc1c0,Chrome,Phusro,Haryana,19.929106,77.445261,36,16,1,43,1,1,1,10,True,True,True,0.99,0
Nandini Pillay,1976-01-09,Other,shivanikuruvilla@example.org,4380263237,"H.No. 699, Narasimhan Marg, Ramagundam-589015",OOYYV41359,380985100363,Education,2216668,922262,,2.4,Marriage,Online,On-time,Approved,196.50.153.169,425e8419-88c8-43b5-8896-ad4d699df49a,Opera,Yamunanagar,Manipur,32.003581,84.64603,41,7,4,17,1,3,4,4,False,True,True,0.13,1
Amruta Kaur,1979-08-21,Other,gangakhare@example.org,2218761447,"H.No. 62, Hayer, Vadodara 356191",HYVOX29052,716943792703,Auto,913959,1034003,508.0,0.88,Business,Agent,On-time,Rejected,167.168.53.198,886e6d5b-e2fa-4ce7-931f-dbaa25d82178,Firefox,Ongole,Nagaland,33.807412,84.038281,287,21,5,76,1,1,1,9,True,True,True,0.66,0
Yatin Bhalla,1993-12-24,Female,hamsini12@example.net,1397443074,"798, Borah Zila, Firozabad 487518",YXPIO27018,970084220579,Home,2070772,1127338,717.0,1.84,Marriage,Branch,On-time,Rejected,205.115.223.254,d5896e24-ead4-4993-b3b2-578a9d17aa1b,Safari,Hyderabad,West Bengal,21.628384,86.171342,179,13,4,33,1,1,1,9,True,True,True,0.8,0
Amol Bath,1966-05-26,Other,vdhillon@example.net,2840353576,"61, Modi Street, Sultan Pur Majra 478350",NZSKS54984,923384427613,Education,145308,613303,593.0,0.24,Investment,Agent,Delayed,Approved,131.16.188.26,111456b5-f922-40a0-93c4-e8571a47eb5c,Firefox,Amaravati,Punjab,15.997462,70.938508,42,21,1,88,1,1,1,2,True,True,True,0.69,0
Nirja Bala,2001-10-23,Other,banjeettata@example.com,6803777608,"96/27, Sule Chowk, Dehri-701945",ZPWTC94909,201132232764,Business,2374982,1199026,310.0,1.98,Travel,Agent,Delayed,Approved,39.66.77.153,782d1fc6-b116-46d5-a942-078cc7f9c009,Firefox,Miryalaguda,Haryana,21.146558,80.517478,501,8,5,58,1,1,1,7,True,True,True,0.78,0
Yashasvi Chowdhury,1988-10-10,Male,poza@example.com,5126465950,"062, Kale Nagar, Gorakhpur-223718",ZBOOX38708,838016015185,Auto,552878,268109,758.0,2.06,Renovation,Agent,Defaulted,Rejected,203.46.105.140,b4d91ebb-ccda-4b48-8ecb-38a081a3346d,Chrome,Imphal,Arunachal Pradesh,26.631554,85.267335,176,10,3,79,1,1,1,1,True,True,True,0.85,0
Yadavi Sehgal,1961-01-02,Female,semchaaya@example.com,2978081811,"H.No. 13, Garde Circle, Malda 164779",WPUOY15070,377884020868,Auto,2175963,983693,375.0,2.21,Business,Branch,Defaulted,Rejected,61.55.79.140,dcc97237-35fd-4cf6-abba-79428e9e3818,Edge,Bardhaman,Jharkhand,29.5868,73.108412,129,5,0,100,1,1,1,9,True,True,True,0.65,0
Lopa Saraf,1980-07-25,Female,jbadami@example.com,2208052833,"129, Mutti Ganj, Nashik 343759",KTCSL19496,185797645010,Business,1456313,1519676,749.0,0.96,Marriage,Online,Delayed,Approved,135.52.77.173,4e3fa7d1-6d9f-4c58-8bf1-3473f4259f46,Safari,Pudukkottai,Bihar,24.1802,84.851736,128,21,3,29,1,1,1,4,True,True,True,0.99,0
Gunbir Arya,1976-12-17,Female,munitristan@example.net,4697846427,"309, Chanda Chowk, Begusarai 257495",KDIRN18307,597158827520,Home,1680034,1912361,531.0,0.88,Marriage,Branch,Delayed,Rejected,133.78.87.175,94adeee9-90ea-48e0-8d7a-fa810a2e0432,Firefox,Gwalior,Rajasthan,10.335305,96.723658,255,3,3,45,1,1,1,4,True,True,True,0.8,0
Yatan Lad,1967-06-15,Male,chaitalysahni@example.com,1821720863,"51/98, Trivedi Marg, Bhiwandi-685573",IBKOO20034,796783101584,Personal,2297340,1150369,737.0,2.0,Travel,Agent,Defaulted,Approved,199.176.132.243,d7120637-5b4a-466b-b879-7fb9245d2629,Safari,Tiruvottiyur,Bihar,16.936994,96.76983,424,1,0,8,1,1,1,6,True,True,True,0.88,0
Jasmit Kothari,2000-06-28,Female,mohantysamar@example.com,1480582841,"45, Devi Circle, Gudivada 775650",TVXLD26539,822540876294,Auto,528850,753851,812.0,0.7,Investment,Agent,Delayed,Approved,151.156.22.73,85c25515-2029-4afe-973d-7124178e6e35,Firefox,Hosur,Punjab,29.730147,76.291478,576,19,2,13,1,1,1,6,True,True,True,0.61,0
Ranveer Mistry,2005-05-30,Other,vyanjana29@example.org,8156208905,"39/348, Sharaf Road, Tiruvottiyur-946346",QZEDH09297,676799852693,Business,1843348,269060,452.0,6.85,Renovation,Branch,Defaulted,Rejected,148.40.216.248,639e6d5d-7555-4f0f-8a97-919a80c771f6,Chrome,Vellore,Odisha,12.389681,84.652561,119,7,5,32,1,1,1,6,True,True,True,0.97,0
Darpan Chana,1961-12-26,Male,balvanmadan@example.net,1688427549,"181, Sarkar Marg, Akola-970128",VNESC09896,899613257944,Education,208198,1142993,592.0,0.18,Renovation,Agent,On-time,Approved,157.68.205.100,1c0d9153-6438-4649-8d94-28e299ceee98,Safari,Ulhasnagar,Himachal Pradesh,36.97674,86.425819,586,22,2,64,1,1,1,8,True,True,True,0.93,0
Vinaya Suri,1978-06-28,Female,brijesh09@example.net,2095066748,"37/91, Mani Chowk, Mau 257209",WTMUW53696,199801152535,Auto,1812726,980775,432.0,1.85,Investment,Branch,Defaulted,Approved,29.132.149.164,cd750563-d775-4f10-bf70-5a16c33d2d42,Chrome,Rajahmundry,Bihar,30.23346,95.516078,14,17,5,93,1,1,1,7,True,True,True,0.96,0
Karan Chadha,1999-11-16,Other,aayushlall@example.org,5632791590,"08, Sabharwal Chowk, Jhansi 447987",NYXXO95899,298312056446,Business,315209,1472025,387.0,0.21,Marriage,Branch,On-time,Rejected,102.161.201.211,e0ff10ba-73e4-4009-96bc-9aeea8ff9df0,Edge,Jaipur,Chhattisgarh,14.957793,79.37819,145,5,4,78,1,1,1,8,True,True,True,0.78,0
Zilmil Shenoy,1982-01-08,Female,chatresh33@example.net,5439897460,"52, Hegde Marg, Nanded 957505",HJYPN12384,711086280096,Business,1124673,1916458,422.0,0.59,Business,Agent,On-time,Rejected,147.201.230.92,fd5d709d-9e08-4100-a1b6-39e6eb4b91e5,Chrome,Munger,Odisha,13.191927,73.419656,599,12,0,26,1,1,1,10,True,True,True,0.79,0
Bishakha Pall,1995-02-19,Male,sbarad@example.org,1470040829,"49/724, Boase Zila, Bulandshahr 512950",NLUKY53695,145121986773,Personal,1659454,1587297,617.0,1.05,Marriage,Agent,Defaulted,Approved,145.203.184.228,4773cf7a-07b5-49f0-adae-1dcf81f09381,Opera,Srinagar,Gujarat,10.660613,75.630168,508,7,4,37,1,1,1,9,True,True,True,0.69,0
Wyatt Raghavan,1968-06-11,Male,harrisonborra@example.org,2369517480,"21/65, Koshy Circle, Hindupur 220396",QXUHD08485,239957930729,Education,957561,1486721,524.0,0.64,Renovation,Branch,On-time,Rejected,110.19.80.32,4e629048-33a6-454c-9075-62fdd3113829,Chrome,Farrukhabad,Jharkhand,19.84147,84.561388,281,16,5,9,1,1,1,7,True,True,True,0.63,0
Ishanvi Bawa,1967-11-26,Female,rajagopalanchampak@example.com,4783790654,"H.No. 828, Arya Chowk, Udaipur 811638",ZZWFO48130,556740680888,Personal,1389226,1900128,794.0,0.73,Business,Branch,Delayed,Rejected,55.45.127.75,1774d052-b380-4c22-97f1-3442a31a74db,Opera,Durgapur,Arunachal Pradesh,13.125761,72.132056,122,2,1,58,1,1,1,1,True,True,True,0.87,0
Chaaya Zacharia,1963-03-09,Female,riyachandra@example.org,1150727590,"H.No. 756, Ratta Circle, Bhiwandi-832385",HFPSC29315,856469229157,Home,1969123,1053019,383.0,1.87,Renovation,Branch,Delayed,Rejected,193.71.194.153,6cfd97e9-600a-4998-a7d4-44056ec4c697,Edge,Shimla,Kerala,31.668625,91.963585,86,10,3,46,1,1,1,5,True,True,True,0.89,0
Turvi Gera,1972-10-04,Male,vkapoor@example.org,2766399186,"453, Acharya Chowk, Panvel 064161",MZHLS75035,507397799058,Education,1162894,1508472,518.0,0.77,Investment,Online,Delayed,Rejected,101.56.103.176,011bca48-a012-4101-a523-6f3f9ebb88b9,Chrome,Bally,Punjab,24.488441,86.891225,464,4,1,60,1,1,1,5,True,True,True,0.69,0
Vidhi Agate,1962-04-16,Male,dhawangayathri@example.org,9177817992,"H.No. 72, Chhabra, Jaunpur 253119",AGJFU83432,339187075506,Business,1615396,1654346,507.0,0.98,Business,Branch,On-time,Rejected,211.98.32.219,b03e8e11-759a-4611-8dd1-3063a8e230b9,Edge,Srikakulam,Mizoram,17.665792,95.413213,119,16,1,3,1,1,1,7,True,True,True,0.6,0
Chakrika Panchal,1979-10-22,Male,wriddhishnanda@example.com,8254907071,"20/78, Radhakrishnan Nagar, Uluberia-861221",WEHCT39157,621670534389,Education,1342039,1959842,820.0,0.68,Medical,Agent,Defaulted,Rejected,39.15.238.205,b6246a2d-13df-41a8-b392-c1a99be404f9,Chrome,Guntakal,West Bengal,36.149564,86.971476,421,14,5,22,1,1,1,2,True,True,True,0.94,0
Upasna Pall,1985-10-12,Male,zgarg@example.com,6538937648,"58, Nadkarni Nagar, Chandigarh 130490",VJGQA22105,470560664505,Business,164700,1070531,381.0,0.15,Renovation,Agent,Delayed,Rejected,172.197.58.54,2c170931-12cd-4d25-a813-88d9352ba0ef,Safari,Junagadh,Manipur,24.270847,85.840819,323,1,3,37,1,1,1,1,True,True,True,0.9,0
Pavani Ramesh,1987-09-05,Female,binakibe@example.org,9207216685,"66, Bansal Ganj, Bhind-934757",MSFNB44374,725882950580,Education,2248964,1873870,786.0,1.2,Business,Agent,Defaulted,Approved,198.229.217.132,d547c724-5f4c-4588-9f44-4c732e8b9724,Safari,Jaunpur,Andhra Pradesh,34.5021,88.071328,46,18,2,98,1,1,1,10,True,True,True,0.65,0
Upadhriti Apte,2006-09-06,Male,ishanviloyal@example.org,9961453767,"14/28, Sen Marg, Dibrugarh-746158",AGPGL31767,177438853624,Business,970425,1646849,504.0,0.59,Marriage,Branch,Defaulted,Rejected,220.179.97.79,f6a6c779-1402-4c3f-a726-7466463321b7,Firefox,Alwar,Sikkim,21.248638,94.548169,581,5,5,16,1,1,1,8,True,True,True,0.75,0
Kashvi Murty,1978-08-02,Other,ridhi03@example.org,6606012977,"46/134, Cherian Path, Gwalior-416875",CDUXJ42124,387049706056,Education,2067576,1934761,782.0,1.07,Business,Branch,Defaulted,Approved,62.50.164.21,54c0aad0-5bfe-4d69-9f82-d7c1a9d8d7d3,Chrome,Raichur,Tamil Nadu,12.134051,77.980783,160,10,4,15,1,1,1,4,True,True,True,0.86,0
Pallavi Dixit,1994-08-11,Other,eta91@example.com,9518358848,"H.No. 504, Jani Path, Dehri 768549",GGBDN86540,216103247867,Personal,478745,256875,755.0,1.86,Renovation,Branch,On-time,Rejected,200.134.130.5,e9235a3c-ae16-4bc4-b6ea-7586917f4881,Chrome,Patna,Kerala,20.85957,69.185107,14,2,5,66,1,1,1,3,True,True,True,0.78,0
Gagan Natarajan,1963-11-28,Female,girish81@example.net,7893598124,"333, Narang Road, Rewa 715439",KZNTU51407,307781967543,Personal,2294047,1735175,807.0,1.32,Investment,Branch,Defaulted,Approved,21.154.110.92,b4f0f9b5-1913-4bcf-af7c-7118bf0257ca,Firefox,Sasaram,West Bengal,32.230883,81.931482,96,5,0,29,1,1,1,1,True,True,True,0.67,0
Lipika Hegde,1960-05-09,Other,sarmaanthony@example.net,1238730335,"H.No. 625, Jaggi Street, Bhiwandi-004090",XCVNP83864,649960226604,Home,922017,716325,306.0,1.29,Business,Branch,Delayed,Rejected,28.156.237.205,91e8b511-e666-48f6-99bf-abe3886066b5,Edge,Kalyan-Dombivli,Kerala,22.679629,76.514849,72,4,1,0,1,1,1,5,True,True,True,0.79,0
Max Saraf,1970-01-13,Female,stata@example.com,6188004430,"773, Kara Marg, Kirari Suleman Nagar-251185",KSMCI67350,635145825310,Business,1645130,1064699,771.0,1.55,Medical,Agent,Defaulted,Approved,200.150.125.123,1d39f703-8f17-4c7e-baa2-d0a2b6572a79,Firefox,Ranchi,Karnataka,24.761976,78.105771,266,1,3,69,1,1,1,3,True,True,True,0.95,0
Sachi Dua,1988-06-13,Male,zilmilsolanki@example.com,6575671242,"23/70, Bahl Nagar, Jehanabad 106500",ZCOVZ09065,802536244034,Auto,385285,893267,380.0,0.43,Medical,Online,Delayed,Rejected,3.45.155.1,4a18b784-182d-48a6-8c1e-fd9dbecf624c,Opera,Unnao,Karnataka,15.221949,68.85097,505,17,2,74,1,1,1,3,True,True,True,0.64,0
Advaith Sami,2001-06-04,Male,chandaniluthra@example.net,4560346100,"40/341, Krishna Ganj, Cuttack 397155",PFVRQ69783,102776677917,Personal,1702781,958672,588.0,1.78,Investment,Online,Defaulted,Rejected,210.178.46.57,098a0fcd-f992-43ff-aad4-fd8cf84b4043,Firefox,Guntakal,Andhra Pradesh,34.546355,77.217408,366,2,4,6,1,1,1,3,True,True,True,0.83,0
Timothy Muni,1996-10-06,Female,charles70@example.net,9437211623,"24/73, Bobal Chowk, North Dumdum 702360",XAKNA06621,997891481916,Education,643232,1256023,493.0,0.51,Medical,Branch,On-time,Approved,158.175.204.248,106b014e-e52d-48e2-8174-b3ea513c475c,Safari,Durg,Tripura,16.783748,81.239653,521,19,0,50,1,1,1,7,True,True,True,0.81,0
Orinder Sengupta,1993-03-02,Male,anusha91@example.com,4662694376,"H.No. 247, Dhaliwal Circle, Guna-480800",TOXKF51775,476254725410,Auto,780338,707296,,1.1,Marriage,Agent,Defaulted,Rejected,15.95.189.38,600f0f37-ea5a-465a-ab06-e54f28ea43b8,Chrome,Meerut,Tripura,20.629109,81.336102,35,1,0,14,2,1,4,9,False,True,True,0.34,1
Mohini Bakshi,1991-08-22,Other,kbutala@example.net,1535210723,"H.No. 322, Mall Road, Erode-966011",FXKHG79715,981823382793,Education,2112178,1334061,471.0,1.58,Medical,Agent,On-time,Rejected,136.29.203.33,2cfbf566-4148-4641-88f2-77d7f1e0a044,Firefox,Gudivada,Tripura,25.871374,93.282961,415,5,1,36,1,1,1,8,True,True,True,0.94,0
Anusha Datta,1985-12-16,Male,rvora@example.net,0102052243,"110, Sharma Path, Mau 752786",BLECG73660,239887228028,Home,2273948,667076,463.0,3.41,Marriage,Branch,On-time,Approved,218.203.207.104,5aa49f9c-0699-448c-920e-0b0cdc4b297b,Opera,Bardhaman,Telangana,28.33816,82.745485,49,4,1,78,2,4,1,7,False,False,False,0.33,1
Adya Basu,1968-04-25,Female,sandhujyoti@example.org,8647445715,"23/45, Pillay Path, Durgapur-423520",UMZSB18545,758363418359,Business,1365048,1740206,697.0,0.78,Renovation,Agent,Delayed,Approved,201.69.151.176,2ecddbf8-7b54-4e27-8886-ccfac5823b4d,Opera,Jalgaon,Andhra Pradesh,22.425556,93.384625,194,4,2,74,1,1,1,9,True,True,True,0.72,0
Anamika Konda,1996-04-11,Male,bloyal@example.org,1858218720,"58/10, Ganesan Marg, Delhi 670395",IFZBE83842,750775267018,Home,2322794,968135,506.0,2.4,Investment,Branch,Delayed,Approved,135.166.80.245,5248b52d-4c58-4ef1-8dba-f30610b2c917,Chrome,Sambalpur,Karnataka,30.03305,72.752211,173,0,2,38,1,1,1,6,True,True,True,0.62,0
Ridhi Kuruvilla,1995-08-21,Male,leena93@example.net,3899991904,"H.No. 49, Wagle Marg, Suryapet 314525",UFVDF37103,367612893644,Auto,2050838,1136959,507.0,1.8,Travel,Branch,Delayed,Rejected,135.147.36.33,3fd3bce1-5a53-4b33-8d6b-0b5796f5a684,Chrome,Bidhannagar,Nagaland,17.266157,85.411688,348,10,4,18,1,1,1,2,True,True,True,0.66,0
Utkarsh Baria,1968-12-01,Female,rajata61@example.org,6563823442,"00/14, Sehgal Marg, Guntur-636764",QTVYW71548,244135180127,Home,100791,1142635,,0.09,Investment,Online,Defaulted,Rejected,144.219.20.207,9325da21-6ce8-47ec-a858-464747dc4299,Safari,Erode,Kerala,35.204089,72.216106,46,7,0,91,1,2,3,5,False,False,False,0.12,1
Vasana Sehgal,1971-11-19,Male,falguniloke@example.net,6525879457,"H.No. 969, Mital Nagar, Mau-421069",JAFHX68799,503004817890,Personal,2207721,335931,386.0,6.57,Renovation,Online,On-time,Approved,93.0.45.168,dc909ec0-d488-45d1-8094-b2ac84f30d03,Opera,Ranchi,Tripura,34.722944,73.112028,212,22,3,41,1,1,1,4,True,True,True,0.69,0
